youtubeId,movieId,title,video downloaded,trailer_present,Durations,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
IOibSeDyrMo,958,Lady of Burlesque (1943),0,1,200,1823,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,3,8,50,2,0,0,0,19,0,2,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0
VE3sLaSTR0s,959,Of Human Bondage (1934),0,1,321,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,110,0,0,13,32,0,3,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,3
dGJA9rMWpos,960,Angel on My Shoulder (1946),0,1,251,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,1,44,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,317,21,0,0,0,0,3,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
o6oslqmdMj8,962,They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive) (1939),0,1,5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3ehZvLL2UE,963,"Inspector General, The (1949)",0,1,117,575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,3,1,0,0,0,0,2,0,45,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0
hUIL0Z1c9bc,965,"39 Steps, The (1935)",0,1,70,553,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GzcRa6n_qoE,969,"African Queen, The (1951)",0,1,150,547,0,0,0,0,0,9,0,2,0,0,0,2,0,0,1,0,0,0,6,0,1,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSdd0FuSr78,970,Beat the Devil (1953),0,1,27,394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
rDk0JtQHc0A,971,Cat on a Hot Tin Roof (1958),0,1,139,1237,2,35,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,79,0,0,0,0,0,0,1,0,0,0,1,38,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126,26,8,0,23,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vGFFItr9_8I,974,Algiers (1938),0,1,134,1491,0,0,0,0,0,0,0,36,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,1,0,0,0,0,0,0,11,31,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,6,3,6,0,1,1,0,0,0,1,0,0,0,1,0,22,0,0,0,0,0,0
KT1RIeg5WL0,976,"Farewell to Arms, A (1932)",0,1,113,732,11,0,0,1,3,4,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,125,2,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0
1kzvOtFi_mY,977,Moonlight Murder (1936),0,1,144,983,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,2,0,1,0,0,1,0,0,66,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
g4IAe3VmUpk,980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",0,1,275,2162,0,76,0,0,4,0,24,0,5,3,1,0,5,14,4,1,1,0,0,0,0,0,0,5,1,13,18,1,0,0,0,1,0,9,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,90,7,172,11,9,1,0,6,0,9,0,18,1,0,0,0,4,5,5,4,0,0,0,0
D313rsokyXg,981,Dangerous Ground (1997),0,1,124,325,0,11,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
k1A1vqmkftw,982,Picnic (1955),0,1,194,1588,0,140,0,0,0,15,3,1,3,0,7,1,13,0,0,0,0,0,0,0,0,0,0,0,3,4,141,0,1,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0
_1Jw51zk06w,984,"Pompatus of Love, The (1996)",0,1,155,762,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,46,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,29,27,16,15,0,21,0,0,20,0,19,0,0,0,24,1,1,0,0,0,0,0,0
eBLqOtIzcXs,987,Bliss (1997),0,1,80,579,0,34,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0
UvN3iJxZuF0,988,Grace of My Heart (1996),0,1,110,934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,7,5,2,0,0,0,0,0,0,0,0,19,5,2,4,3,0,7,4,0,9,0,0,0,1,0,1,0,30,0,0,0,0,0,9
OlhKvThSOBs,989,Brother of Sleep (Schlafes Bruder) (1995),0,1,291,1669,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,14,10,1,9,8,1,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,0
YlmiultezYA,990,Maximum Risk (1996),0,1,74,275,0,44,2,0,1,6,13,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,0,1,0,6,9,0,5,0,20,0,2,0,0,1,0,6,0,2,0,0,0
F1pkbe29910,991,Michael Collins (1996),0,1,100,589,0,2,4,0,0,9,2,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,45,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NGCcCuY00OE,992,"Rich Man's Wife, The (1996)",0,1,125,920,0,45,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0,125,0,0,0,0,0,0,0,0,0,0,0,7,24,15,1,0,0,0,0,0,0,0,0,0,0,0,0,49,66,9,20,25,15,0,2,2,0,3,0,6,0,0,1,0,0,1,0,0,0,0,0,1
U0tE1GkugR0,993,Infinity (1996),0,1,125,889,27,0,1,0,3,1,2,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,3,90,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,10,9,0,1,0,3,0,0,0,0,0,12,0,0,0,0,0,1
i0Ja-Ttm_5E,997,Caught (1996),0,1,89,499,2,28,0,1,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,7,0,0,0,2,0,0,0,0,8,2,1,0,0,0,2,4,0,0,0,0,0,3,0,0,0,0,7,0,20,0,2,0,0,0
umjwm08s104,999,2 Days in the Valley (1996),0,1,174,762,0,70,0,0,0,2,7,0,0,0,0,0,0,0,0,48,2,0,3,2,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,2,1,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,49,6,8,11,3,0,10,4,0,0,0,21,0,4,0,0,23,0,54,0,0,0,0,1
IgNXkUUZ6vU,1000,Curdled (1996),0,1,63,266,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,0,0
azarSvXE0DA,1002,Ed's Next Move (1996),0,1,593,5909,15,188,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,14,0,11,29,21,0,0,0,0,0,5,0,2,0,1,354,38,247,0,8,0,2,5,0,2,0,0,0,1,9,3,3,90,0,18,1,0,0,14,8,0,6,0,19,0,0,0,1,14,0,0,0,3,0,0,0
SBRFmU-3mf8,1003,Extreme Measures (1996),0,1,127,908,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,39,0,0,14,0,0,5,0,20,0,0,0,0,0,6,0,0,0,0,4,5
MGQ5Nq7r-Ho,1004,"Glimmer Man, The (1996)",0,1,99,390,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
_1OJoYCDw-g,1005,D3: The Mighty Ducks (1996),0,1,86,1035,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,101,1,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0
9Qu4LuSdbTo,1006,"Chamber, The (1996)",0,1,153,784,0,43,0,2,0,3,2,4,0,2,0,0,0,3,1,0,4,0,0,0,0,0,0,2,1,12,123,0,0,0,0,1,0,2,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,5,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,8,14,0,0,0,0
GnS0_UTEayY,1007,"Apple Dumpling Gang, The (1975)",0,1,44,229,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFN_1Ju7Hak,1008,"Davy Crockett, King of the Wild Frontier (1955)",0,1,112,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,64,0,0,0,0,0,0,0,3,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0
lhxWtjTFRxs,1009,Escape to Witch Mountain (1975),0,1,40,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2
KHoSXE9nIHg,1010,"Love Bug, The (1969)",0,1,28,81,0,54,0,2,1,13,17,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VfBzeLChAzw,1012,Old Yeller (1957),0,1,89,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,10,32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
yu0t4bfp_Zo,1013,"Parent Trap, The (1961)",0,1,30,279,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0
XVtLP5tfpCA,1014,Pollyanna (1960),0,1,86,504,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,17,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
U8LO9hRL3fQ,1015,Homeward Bound: The Incredible Journey (1993),0,1,86,55,0,5,0,0,0,0,0,1,0,0,0,0,0,1,10,18,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TiJOBf9WKBA,1016,"Shaggy Dog, The (1959)",0,1,93,908,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,1,3,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,28,11,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QfqVYCRdtdc,1018,That Darn Cat! (1965),0,1,133,393,1,34,0,1,0,0,11,0,0,2,0,0,0,9,6,3,1,0,2,0,0,0,0,0,1,4,68,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0
00bin2vxgGE,1019,"20,000 Leagues Under the Sea (1954)",0,1,68,110,1,0,0,1,0,0,0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThOtoGV6ylU,1025,"Sword in the Stone, The (1963)",0,1,79,85,0,0,1,1,0,2,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0
fERE7bGPwmo,1027,Robin Hood: Prince of Thieves (1991),0,1,81,192,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
vUW0a_I3kxU,1030,Pete's Dragon (1977),0,1,111,619,0,0,1,0,0,0,0,15,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,26,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,13,0,1,0,0
8xHM7TNxg3s,1031,Bedknobs and Broomsticks (1971),0,1,220,1813,5,20,21,1,0,1,0,0,0,1,0,0,10,8,12,4,18,0,1,0,0,0,0,2,0,38,207,2,14,2,0,1,46,0,4,0,1,1,3,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,2,97,28,1,2,0,0,4,0,0,0,0,3,0,0,0,0,0,1,7,2,0,4,0,0
LTvHS2INnvo,1032,Alice in Wonderland (1951),0,1,47,47,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
LhV6BBvt8Vs,1033,"Fox and the Hound, The (1981)",0,1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TujjYkFcmho,1034,Freeway (1996),0,1,104,579,0,25,0,0,1,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,3,0,0,9,34,0,2,0,0,0,0,0,0,2,0,0,10,0,16,0,0,0,8,0,0,0,0,0,0,0,0,1,0,42,8,0,1,15,0,0,0,0,1,0,2,0,5,0,0,0,7,7,0,0,0,0,0
LuBu4eDXWg8,1035,"Sound of Music, The (1965)",0,1,31,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2TQ-pOvI6Xo,1036,Die Hard (1988),0,1,159,1209,0,2,21,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,6,0,119,1,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,14,0,3,0,20,1,0,6,1,45,0,0,0,0,7,0,0,12,1,0,0,1
YCxFGxqLsHE,1037,"Lawnmower Man, The (1992)",0,1,121,221,0,9,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
9daIbBlaEIA,1038,Unhook the Stars (1996),0,1,145,935,6,111,0,1,0,0,18,0,0,0,1,0,11,0,2,0,0,0,0,0,0,0,0,10,4,23,7,0,0,0,0,0,0,0,0,0,1,0,1,19,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0
I2dB0Fp7yFE,1040,"Secret Agent, The (1996)",0,1,101,582,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,4,61,0,0,0,0,0,0,0,0,0,0,0,10,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0
YToU70X6O_Y,1041,Secrets & Lies (1996),0,1,31,97,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
v3HER2IPuV4,1043,To Gillian on Her 37th Birthday (1996),0,1,105,991,0,9,0,0,0,0,9,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,50,0,1,0,0,4,0,2,0,0,0,0,2,16,17,0,0,3,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,1,0,0,0,0
eGLZtHk2oNQ,1044,Surviving Picasso (1996),0,1,28,177,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3jRl-xZxyvQ,1046,Beautiful Thing (1996),0,1,101,813,0,67,0,0,10,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,14,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7,3,0,0,12,0,0
nVgdtcNwIGQ,1050,Looking for Richard (1996),0,1,119,488,0,7,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
lMQLclxC7bU,1051,Trees Lounge (1996),0,1,141,585,0,10,0,0,1,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,26,28,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZB90dRD79w,1053,Normal Life (1996),0,1,80,285,0,26,0,0,0,0,11,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
gHHiYMOx_M8,1054,Get on the Bus (1996),0,1,148,1033,0,46,1,1,20,0,18,0,0,0,0,1,5,0,1,0,7,0,5,0,0,0,0,3,0,1,86,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,0,0,0,4,0,206,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
WsiIPY_vzFU,1057,Everyone Says I Love You (1996),0,1,173,5050,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,8,0,1,0,0,0,0,0,0,2,9,408,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,3,0,0,0,0,35,70,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0
7gnBatEfLds,1058,Bitter Sugar (Azúcar amarga) (1996),0,1,102,290,2,5,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpP6osQNMh0,1059,William Shakespeare's Romeo + Juliet (1996),0,1,94,216,0,15,0,5,0,0,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nWCct8XbQD0,1060,Swingers (1996),0,1,98,1147,0,52,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,0,0,0,0,0,1,0,0,0,17,20,38,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,58,0,20,0,1,2,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0
rNaMAgf4ErE,1061,Sleepers (1996),0,1,124,881,0,64,0,1,1,11,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,46,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,19,0,0,0,0,0,1
TzmjlOKqHek,1063,Johns (1996),0,1,199,1276,0,504,0,0,2,2,22,0,59,1,21,12,0,0,0,1,0,0,1,0,0,0,0,2,3,4,12,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,9,0,0,7,0,3,0,0,0,1,0,9,0,0,0,0,3,1,0,0,0,1,0,0
Fo-U1wObf8U,1064,Aladdin and the King of Thieves (1996),0,1,47,70,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0
PHRDGxSL2o4,1069,"Murder, My Sweet (1944)",0,1,128,684,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,2,0,68,0,0,0,0,0,0,1,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,19,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0
