id,transcription
25827," Somewhere in this country, a guy is walking into 20 million bucks. In the sleepy hamlet of Mandrake Falls... I say, my friend, do you know a fellow by the name of Longfellow Deeds? I suggest you bring it to him gently. He's liable to kill the wolf from the shot. ...a small-town man is in for a big surprise. 20 million. That's quite a lot, isn't it? In a Frank Capra comedy classic that dares to take on the big city. A corn-fed bohong like that falling into the central porch in his hot coffee. Leave four columns open on the front page tomorrow. Oh, yes, I read about him. He writes poetry on postcards. If it weren't for Miss Dawson being here with me, I'd probably bump your heads together. Oh, I don't mind. A poet with a straight left and a right hook. Delicious, delicious. Cinderella Man. That's sensational, babe, sensational. Well, I don't know what I'd do without you. You've made up for all the fakes I've met. You haven't gone and fallen for that mug, have you? We have to work fast before he disposes of every penny. He's been the victim of every conniving crook in town. You say the word and we'll stop this yokel dead in his tracks. There's just one more thing I'd like to get off my chest before I finish. Proceed."
25828," I Powered Up 3 2 1 control 2 0 On the edge of the American desert lies a forest turned to stone, the petrified forest. Grim, silent, mysterious. Here in a lonely desert tavern, fate draws together a strange company. Alan Squire, a vagabond adventurer running away from his past. Gabrielle Maple, a beautiful girl weary of the desert solitude, eager to escape with the first man who comes her way. Boaz Hammond, an ex-football hero, down on his luck. Paul Chisholm, multimillionaire banker, vacationing with his disillusioned young wife, Dorothy. Grant Maple, a sly old reprobate. And Duke Mante, vicious leader of an notorious band of gunmen, hiding out after a gang massacre. In a short space of 24 eventful hours, these characters live a lifetime of romance, adventure, terror, and tragedy. It's one of the most unusual stories ever brought to the screen, the petrified forest. Well, if you must know, I'll tell you the extent of my pride. Gabrielle gave me this dollar. You did? It's none of your business. Would you like to know what she was going to give me when those rats showed up? Would you like to know? Well, speaking of rats, of all the logs, slimy steam. Now, Gabrielle, now you mustn't blame Boaz. You must remember, he's a man of muscle. He's suffering from the pangs of frustration. I said you were a dirty load. I'm sorry, Gabby. I didn't mean it. Honest, I didn't. They've got me absolutely crazy mad with all those guns staring me in the face. Shut up, Boaz. Step over to the other side of the room, half-back. Wouldn't you like someone to be in love with you? Yes, Gabrielle, I would like someone in love with me. Do you think I'm attractive? There are better words than that for what you are. Do you mind if I speak up, my dear? Perhaps I could tell you some things that... What do you know about me? I don't know about you, my dear. But I do know what it means to repress yourself and starve yourself. What were you saying? I'm telling you for your own good, Mante. They know where you're heading and they've picked up your trail. And they'll get you. What's the matter with you, Duke? Do something! Shut up! Shut up! Give me time to think. No, Duke, you want revenge, don't you? You want to go out of your way again to get that blonde who snitched. Well, don't do it, Duke. She has snitched. Come on, Duke. I told you to shut up. You know they're going to get you anyway. You're obsolete, Duke, like me. You've got to die. Well, then die for freedom that's worth it. Don't give up your life for anything so cheap and unsatisfactory as revenge. Any woman's worth, everything that any man has to give. Anguish, ecstasy, faith, jealousy, love, hatred, life or death. Sometimes I feel as if I was sparkling all over and I want to go out and do something absolutely crazy and marvelous. Just keep in mind that I and the boys are candidates for hanging. I'm not going to let you get away with it. I'm going to get you out of here. I'm going to get you out of here. I'm going to get you out of here. I'm going to get you out of here. I'm going to get you out of here. I'm going to get you out of here. I'm going to get you out of here. When the first time any one of you makes a wrong move, I'm going to kill a whole lot of you."
25841," chasing 56 treatments Inc to protect welyn and by a goal I don't think I intended to borrow it or anything. I just wanted to see how I'd feel in one of these things. Do you feel very different? I'll say. Well, why don't you wear it? Do you mean it? Oh, why not? You may as well go to Petition in Ermin. You're sure to come back in rags. Why would I do that? Why would I do that? You barricade yourself behind closed doors and refuse to see people. That happens to be none of your business. You know the girl just fainted in your office because you broke an appointment with her? I'm sorry, I didn't know that. Well, as long as you keep that door closed, you'll never know anything. You're a producer. You ought to see people. Terry! I want to give you this. A girl gave it to me last year on my opening night and it brought me luck. Darling, you're sweet. I wish you were going to be there to hold my hand. I'll be there in skirt."
25842," George, look out! Why? There's something in my eye. Something in your eye? Be careful. Look out! You'll never make it, George! George! What? What's going on? You're not going to make it? You know something, George? I think we're dead. I think you're right. It's funny, I don't feel any different. Oh, neither do I. Now I wonder what happens. Tell the girlfriend all about it. What girlfriend? Yours, me. Say, you don't mind if I save my energy and just become nothing for a while, do you? I don't suppose I do. I don't know what you're talking about. Dematerializing. Watch, it works like a zipper. Zip. Oh. Manny, Manny, where are you? Right here. Come on, come on, come on, Toppy. Relax, relax, take it easy. There he goes again. Up, sir Daisy, Toppy. Say, George. What? We can't go down the lobby like this. We'll cause a riot. Faye. Okay, don't teeter, Topper. I'm sorry, I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. What's the meaning of all this? For heaven's sake, what's the matter with that man? What? Why doesn't he fall? The End"
25850," It lacks six minutes to the new year if anyone's interested. Come on John, let's go. Have Nick and Susan gone? I don't know, they're waiting in my room. Perhaps they're downstairs. Perhaps. Anyone care for a few cold cuts before the fun starts? Come. Linda, this is plain stubbornness and you know it. Listen, Julia. No, that gets you over it, doesn't it? Are you coming? I think I'll wait a moment with Linda if you don't mind. But I do mind. You come please? In a moment, Julia. You'd better run on down now, don't you think? Not right away. I'm afraid I won't know how to entertain you. I've done all my stuff. I don't need entertaining. You wouldn't care to step into a waltz as the old year dies, would you Mr. Case? I don't care. I'm just afraid I'll be the last person to see you. I'm afraid I'll be the last person to see you. You wouldn't care to step into a waltz as the old year dies, would you Mr. Case? Yes I would. I'd love it. There's a conspiracy against you and me, child. What's that? A vested interest. I know. They won't let you have any fun and they won't give you time to think. I suppose like the great fathead you are, you told father all your little hopes and dreams. Hmm? Pretty disappointing. Bad enough? Poor boy. Hey, what about your own evening? Not so hard either. Poor girl. Of course they may be right. Don't you believe it? I don't know, they seem so awfully sure. It's still your right, isn't it? You know where you want to go, don't you? I thought I did. So did I. Pathetic, wasn't it? All my fuss and fury over anything as unimportant as this party. Maybe it is important. I don't know. Billy, you're so sweet. Thanks. That's enough. It was grand. Listen. Is it off? I don't know. I'm sorry. I'm sorry. I'm sorry. Is it all right? Happy New Year, Johnny. Happy New Year, Linda. You can count on Sister Linda, Johnny. Run on down now. They'll be waiting. Linda. What? They... Your father, I mean, put in a position. Johnny, do you love Julia? Of course I do. Well, if ever she needed you, she needs you now. You're all that's left. Go on, Johnny."
25852," Be careful what you do. Don't commit sacrilege as well. There is no sacrilege. I swear by Almighty God that I neither took your watch nor hid away the brooms. Then you are mad. You unhappy creature. And you'll get worse until you die. Raving in an asylum! The death of the devil Where the devil are you going Nancy? I can't see if there are any letters to the post sir. Do you expect me to meet somebody on your way to the post? Only a gentleman friend sir. So I suppose. Well, are there any letters sir? Come in for a moment will you? Let me have a look at your hair. Very good sir. Is there anything more you want sir? Perhaps. Come closer will you? Yes sir. Is there anything you want sir? There. Can she do that for you? I believe you're jealous of your mistress Nancy. Huh? She's a poor thing. It's better than one of her sick eggs ain't it? It's better than one of her sick eggs ain't it? Yes Nancy, I believe it is. You're mine now aren't you? Because you want me. And do you want me? I've always wanted you. When shall we meet? I'll let you know. Not tonight. No, I have to go out again. Go along now, there's a good girl. Very well. You shall be master for a bit longer. Goodnight your lordship."
25856," The end Don't you see what he's been doing? He's been using you to be near me. To smile at me behind your back. To try to rouse something in my heart that's dead. You can't. Heathcliff is not a man, but something dark and horrible to live with. You imagine, Catherine, but I don't know why you're acting so. Because you love him. Oh Heathcliff, you must not do this, Willness. Think she hasn't harmed you. You have. Then punish me. I'm going to. When I take it in my arms, when I kiss her, when I promise her life and happiness. Oh Heathcliff, if there's anything human left in you, don't do this. Oh Heathcliff, why won't you let me come near you? You're not black and horrible as they will think. You're full of pain. I can make you happy. Let me try. You won't regret it. I'll be your slave. I can bring life back to you, new and fresh. All you have to do is to shoot. They'll thank me for it. The whole world will say I did right in ridding it of a rotten gypsy beggar. Yes, they'll say that. Shoot and you'll be mastered here again. The whole county will resound with your courage, Hindley. Go on, shoot your peeling chicken of a man with not enough blood in your veins to keep your hands steady."
25865," Was it self-defense? Or murder? Tried to make love to me, Leshawty. A certain piece of evidence could prove it was a crime of passion. Hard, I swear to you, I did not write this letter. Betty Davis stars in The Letter."
25868," Great educators throughout the world have been forced to streamline our dictionaries and encyclopedias because of the demands of modern slang. Selected to perform this Herculean task of rewriting these ponderous volumes of knowledge is Professor Bertram Pox, who knows nothing about the subject of slang. This is research, isn't it? Yes, certainly. Who is that guy learned so much from watching an apple drop? Isaac Newton, the law of gravity. Yeah, that's him. And I want you to look at me as another apple, Professor Pox. Just another apple. That's perfect. What are you doing? I'm going to show you what yum yum is. Here's yum. Here's the other yum. Munch件事情. Sticker, respect what's under your hands."
25874, Take your legs off of me like I'm a statue! What do you see in my pain? What do you know of my suffering? That's it. Now close your eyes. And fuck your lips a bit. No! The End
25886," Uneven. '' The enduring romantic theme, the everlasting beauty of Random Harvest, have already established it as a modern classic. Upon its recent publication, Random Harvest immediately hit the top of the bestseller list. 100,000 copies in its first six weeks, an unloosed, avertable flood of critical acclaim. The translation of Random Harvest into an outstanding motion picture resulted in one of the year's big entertainment events. Made by the very same studio and by the same producer, Sidney Franklin, who gave you Mrs. Miniver, and with the same glorious star of that great drama, Random Harvest in its preview engagements received overwhelming acclaim from enthusiastic audiences."
25891," For Henry Van Cleave, dying was the easy part. When did it happen, Mr. Van Cleave? Tuesday. To be exact, I died at 9.36 in the evening. Now, this playboy Casanova If you'd walked into a restaurant, I would have become a waiter. If you'd walked into a burning building, I would have become a fireman. is about to discover that defending your life So I'm fake. I'm false. I'm cheap. is harder than it looks. Don Amici and Gene Tierney So far as I can see, you've made them all very happy. in the Ernst Lubitsch classic, Heaven Can Wait."
25900," The End Do you know why I came to you, Amy? Because you called to me. Like Amy. So that your childhood could be bright and full of friendliness. But you must promise never to tell anyone about me. Not even Daddy or Mommy? No. This must be a friendship that only we should have. Why, Daddy, you know my friend too. You couldn't know this woman. She died before you were born. Oliver, please, let's not go on with this. The child's trembling. If that child comes here again, I'll kill her. Yes, I'll kill her. Mrs. Farrill! Mrs. Farrill! Mrs. Farrill! Oh, little girl! I have to hide you. I have to hide you, little girl. My...my little girl is in her room... ...waiting to kill you. We mustn't let her find you."
25901," What's he that wishes so? My cousin Westmoreland? No, my fair cousin, if we are marked to die, we are enough to do our country loss, and if to live, the fewer men, the greater share of honour. God's will, I pray thee, wish not one man more. Rather proclaim it, Westmoreland, through my host, that he which hath no stomach to this feast, let him depart. His passport shall be drawn, and crowns for convoy put into his purse. We would not die in that man's company that fears his fellowship to die with us. This day is called the feast of Crispian. He that outlives this day and comes safe home will stand at tiptoe when this day is named, and rouse him at the name of Crispian. He that shall live this day and see old age will yearn on the vigil, feast his neighbours, and say, Tomorrow is St. Crispian. Then will he strip his sleeve and show his scars, and say, These wounds I had on Crispian's day. Old men forget, yet all shall be forgot, but he'll remember with advantages what feats he did that day. Then shall our names, familiar in his mouth as household words, Harry the King, Bedford and Exeter, Warwick and Talbot, Salisbury and Gloucester, be in their flowing cups, freshly remembered. This story shall the good man teach his son, and Crispian Crispian shall ne'er go by from this day to the ending of the world, but we in it shall be remembered. We few, we happy few, we band of brothers, for he today that sheds his blood with me shall be my brother, be he ne'er so base, and gentlemen in England now abed shall think themselves accursed they were not here, and hold their manhoods cheap whilst any speaks that fought with us upon St. Crispian's day."
25904," This is the Ministry of Fear, a network of terror that lays bare the secrets locked in every man's mind. Using strange hypnotic torture, relentless, cunning, tangling their quarry in a web of horror until he reaches the brink of madness. Who speaks? Who said that? You'll break the circle. Who told you that? Turn on the lights! Turn on the lights! Turn on the lights! Turn on the lights! Turn on the lights! Turn on the lights! Cost. Look at Cost. There is no escape from the Ministry of Fear, where menace lurks behind every shadow, where a blind man sees and strikes in the night. Ministry of Fear starring Ray Medan as a man obsessed by murder, with Marjorie Reynolds as his only hope through a nightmare of never ending flight. Willi, ask me if I was falling in love with you. And? I said, yes. I know my record. You can send me back to the other side of the world. I'll be waiting for you. I know my record. You can send me back to the asylum on any charge. I don't care what you do with me. I tell you, they did it. I ask you for one fair chance to prove it. Nobody lives here. No cigarettes, no personal belongings, nothing. The End"
25906," I think I would have looked at another woman if I'd received one grain of affection from you. I'm sorry, Job. I'm really sorry. I can't love you. That's all right, Fanny. You can't really love anyone. I can't bear to look at you, Job. Your eyes have such a hurt expression. I have no right to feel hurt. I knew you didn't love me when I married you. Fanny, if you love me at all, you won't leave. I love you very much, but I despise Mrs. Keppington. Fanny, a woman is beautiful when she's loved, and only then. If she has eight hours sleep and goes to the beauty parlor every day. Good evening, Fanny. Hello, Fanny. Fanny, you look beautiful. You didn't marry the boss's daughter? But I married the woman everybody else wanted to. That makes up for it. I was the one who swindled you. Why did you have to put her in jail? Mac, I've always wanted to ask you something. Have you ever killed a man? If you mean what I knock off Keppington for you, the answer is sure I'd love to. The only person who will stick to such a woman is her husband. You've thought only of yourself. You've never loved anybody but yourself. You wouldn't allow a dog in the house. Everybody knows about it. It's in the papers. © BF-WATCH TV 2021"
25911," I have no designs on you and one drink is all I care for. In the district attorney's office we see what happens to middle-aged men who try to act like coats. Some idle flirtation, one drink too many. I was warned against the siren call of adventure. I should never have stopped to talk with you. You mean you're afraid of me? Mr. Mazard was a very rich man and you can't tell me you didn't get something off him. You'll be a lot better off dealing with me than you would with the homicide squad. There are only three ways to deal with a black man. You can pay him and pay him and pay him until you're penniless. Or you can kill him. Who are you? Thank you, listen. I told you if you ever... Stop that you fool, listen to me."
25916," They were expendable as a powerful document of fact, more thrilling than any fiction, filled with the cooperation of the United States Navy, the Army, and the Coast Guard."
25929," I just have the feeling. So I'm going to keep away from you. You know. What? I wonder why I'm like that. Like what? I'm never thinking about anybody except myself. You don't think I'd go without you? You mean that, Stan? Absolutely. You satisfied? Oh, Stan, I don't care for nothing now. Nothing in the world. You're not a regular M.D., are you? Of course not. But anything my patients reveal to me is as sacred as though it were given under the seal of the confessional. Is that clear? All right, all right. You don't have to get on a soapbox. I'm going to be strictly on the level about this whole thing myself. Will you get out of here? I should have known you were that kind of a... It takes one to catch one. Listen to me. I'm no good. I never pretended to be. But I love you. I'm a hustler. I've always been one. But I love you. I may be the thief of the world, but with you I've always been on the level."
25937," Now, listen up, squat down and hands to the point. Period three, now.ija of this. a good. simple start and and and you are. You are. I'm stepping out with my baby. Can't go wrong, because I'm in right. It's for sure, not for maybe, that I'm all dressed up tonight. All night long he calls her Snookey-oakum. Snookey-oakum. Fiddle up, fiddle up on your violin. Lay right on it, rest your chin upon it. Doggone, you better begin at laying overture upon your violin. When the mid-rack choo-choo leaves for Alabama. Alabama, Alabama. I'm just a fella, a fella with an umbrella. It only happens when I dance with you. That trip to heaven till the dance is through. A girl I love is on a magazine cover. Oh, I could ride this on it. I'll come to meet her on it. And I'll remember her with me to this end. Amen."
25940," Hi, I'm Joe Dante. About a year ago we did a Trailers from Hell live show where a bunch of gurus got up in front of an audience and basically talked about whatever trailer they wanted to talk about and having not previewed it was all extemporaneous. And Larry Cohen really dumped, rather eloquently, on Lady from Shanghai. I thought he really went a little overboard myself, but then I started thinking about it and I realized that's kind of the profile that the movie has. Considering the fact that what we have to look at isn't remotely what was intended by Orson Welles, I think it's worth taking a look at this trailer just to get a little better idea of what was really supposed to be going on. There's a good story about how Welles was asked on the phone by Columbia Pictures' president Harry Cohen what picture he wanted to make and he spotted, If I Should Die Before I Wake by Sherwood King, a paperback on a nearby drugstore rack and chose it without reading it. Actually the book had been found by William Castle, whose B-movies had impressed Cohen and had hoped to direct this himself. But Welles co-opted it and took it to Cohen, who handed Castle the treatment and said, You know, Bill, it takes a genius like Orson Welles to find material like this. The stories of its making and unmaking are legion and can be accessed elsewhere, but the bottom line is that the movie is released as a pale shadow of what was intended. It was re-cut, re-dubbed, re-shot, re-mixed and burdened by an insistent music score that Welles hated. So now it's a movie of brilliant parts but no cohesion. But what memorable parts? The aquarium, the Alice in Wonderland trial, the Hall of Mirrors shootout, the crazy house, the Kabuki theater, and that has Glenn Anders as Grisby, the atom bomb-phobe who plots his own murder and gives one of the most unforgettably creepy performances in a Welles film. Cohen was not interested in cinematic flourishes. He wanted a showy vehicle for his star, Welles' soon-to-be ex-wife, Rita Hayworth, now sporting short blonde hair that annoyed Cohen no end. The result is an art film ineffectually shoehorned to fit into a standard studio box. And although it's still worth watching, it's really only as a remnant of what might have been. We did manage over the years to find a reconstituted version of Welles' next mutilated movie, Macbeth, but for Lady from Shanghai, I don't think we'll be that lucky. No further questions."
25941, You You You
25945," a a a多 of the The. The. The. The. The. The. The. The. The. The. The. The. The. The. The. The. I knew that I had to go. You talk too much. Please, mister. Uh-uh. Please. Yeah. Now what? Now to get to that brother of yours and get that dough you got stashed away. Let's go, let's go. Go. Now what? Now to get to that brother of yours and get that dough you got stashed away. Let's go, let's go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go."
25947," I tell you, you've got nothing to worry about. The plane is perfectly safe. It ran a little low on gas when it got into all that fog. That's all. So they had to sit down and... Give me that one again, Max. A rooster. Oh, a rooster. A rooster? And where is a rooster, Sir? I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. Where is a rooster, supposing to be? It shouldn't happen. It's in the general neighborhood of Nova Scotia. And from this general neighborhood, maybe you can tell me how tonight at Bill Harmonic, he is a concert conducting by television, I'm presuming. Is it a very bad fog? Make him tell me the truth, Hugo. Of course you do. Don't worry, honey. It's hardly a fog at all, madam. It's more of a mist, really. More of a... Yes, Max? Just something to make the engines run better. Don't worry, darling. Correction, please. What is it? It was not a rooster. It was Antigonish. And where is this mud hole if I ain't too optimistic? In the general neighborhood of Nova Scotia, I believe. What a neighborhood! Hugo, do try to find out. Correction, please. Well, it turns out it wasn't Antigonish. After all, it was Apple Hockey. And it didn't get there, it left there. Apple Hockey! Then where is it now? In the general neighborhood of Nova Scotia. Where else? Far, far from it, my friend. As a matter of fact, there it is coming in. Directly behind you, right now. What an airline! There is one very reassuring thing about airplanes. They always come down. Come on, stupid. Am I glad to see you, Alfie. Again Wolfgang is sick. So our concert got to be shoved up. Tonight we are giving it yet. Did you think of me every night? Of course I did, my love. Did you take my picture to bed with you? Of course I did, my darling. Are they kidding? If she wasn't my own sister, I'd have a name for her."
25952," A letter to three wives, and what a letter. Right after John Kempner's story in Cosmopolitan magazine spread its great wave of mirth, 20th Century Fox bought it for filming. And here are the three wives as they appear in this superb screen entertainment. There's the wave who became a wife. There's the gold digger. And there's the career woman. Finally, there's the girl who wrote the letter, Addy Ross. Addy, just what did you put in that letter? Oh, a number of things. But the important thing is in the last sentence. You see girls, I run off with one of your husbands. Well if that's her idea of a joke, it's extremely poor taste. Why is that character all Darryl Park? I had my choice of any one of their husbands. Deborah's young and worldly husband. Well, I've got to pick up Rita. You're thrown about tonight, won't you? I told you I would. It just so happens that the dress I bought that you picked out of vogue, that some woman happened to leave on the train, is exactly the dress that Addy Ross wore to the concert two weeks ago. Rita's charming helpmate. With all this work, you're over tired, you do too much. What do you suggest I stop doing? This moronic radio trash with which I pay most of your bills? Now calm down. And what do I go back to? Pinching, scrubbing, ironing and a life of taste and discrimination? I'm fed up with Addy Ross. Laura May's rich and forceful provider. You know how I feel about you. How? I'm only human, you know. Living with somebody all the time, I'm not easy to get along with anyway. Setting my ways, I want to do what I want when I want. Why, if it's just a question of the right girl, wouldn't any man in the world want to marry you? Not if he thought he could marry Addy Ross. Well, Addy, which husband did you take? Hi-ho. Good night, everybody. Good night."
25962," into the strange and wild interior of darkest Africa Metro Golden Mayor Santa motion picture company on Safari here in its original setting where no white woman had ever been before was filmed the story of primitive savagery of incredible danger. You'll feel to the magnificent love story of the flaming redhead and the handsome jungle adventurer as together they fight their hazardous way through a vast land of mystery and excitement in their relentless quest for the fabulous fortune that rests in King Solomon's mind. My knowledge no white man has been near the Calowan for five years. Nowadays they're feared as much by the natives as they are by the whites. We're going to have trouble getting our own boys to get there for us. How long will it take us to get there? Weeks? Months perhaps. I don't know. I've never taken a woman on safari with me before. Have I been a handicap? The fun hasn't started yet. When it does I'm sure we'll all enjoy it. What do you think you are doing? We had no intention of letting us leave this place alive. You're going to get us out of here before those fellows outside start warming up and carrying out your orders. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. King Solomon's Manif memory , Thank you."
25965," § § § § Shout hallelujah, come on, get happy, you better chase all your cares away. § § § § Shout hallelujah, come on, get happy, get ready. § § Get ready, get ready, get ready for the Judgment Day! Get ready, get ready, get ready for the Judgment Day! Dig, brother, dig! Dig, brother, dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Dig! Who's got my glasses? Glasses? Who's got my glasses? You wake up in the morning and the rooster crows. I'm a-do-de-doo! You wake up in the morning and the ducks quack, quack. Quack, quack, ducks quack. Me, I'm like a heavenly music. I'm like a heavenly music to you. I'm glad I met you. Wonderful is the only word for you. You wonderful you. You wonderful you. I can't forget you. Isn't it grand to find what love can do? You wonderful you. If you should fall in love, the moon is yours, a bird's tune is yours. Take your choice, say it's an almost perfect paradise. There are many reasons why you should rejoice. You can make the places it sits around you like an endless stream is coming to. Add up what you've got to find is quite a lot. You felt me indeed. With the gold and the pearls. Because the whole universe is all. For you."
25972," Get out! Get out! Donnie and Leverie's waiting for you! Get out! Get out! You're no good. You're rotten. You're rotten. I'm only half the size and I wouldn't take it. With my own hands. Like this. No, he'd struggle. But no, mercy. We're hard. If someone suffers because of us, that's just too bad. That's the way life is. The woman I married, she don't take me on a wait-and-see basis. No, I don't understand. I've got as much right to make love to my wife as any man on earth. Jerry! Jerry! Let go of me or I'll smash your face with the first thing I can lay my hands on. Hey, don't you know I love you? Can't you tell it? Excuse me while I shake this dump upside down. It's kind of exciting and attractive. Who's attractive? Who's exciting? Earl! Who? Jerry, you're strangling me! Who's exciting? Who's attractive? You. That's better. What are you? Animals? And as though they keep them in cages. They keep them apart. They don't let them hurt people. You're animals! Animals! Animals! Animals! © BF-WATCH TV 2021"
25993," CHAOShua wrong wrong wrong How do you do? I'm so thrilled to have been selected to appear in Magnificent Obsession. So grateful really that I'd like to tell you something about what is perhaps the screen's most inspired, most dramatic love story. Primarily it deals with the lives of two people. Bob Merrick who is wild and spoiled and Helen Phillips who sees him in anger and defiance because his careless ways have destroyed her husband and will surely destroy her. Was it my fault? I didn't ask you for your resuscitator, you know. Smash up somebody's car when you're drunk and write out a check. Get in a mess with a showgirl and write out a check. And when a man dies, write out a check to his widow. Account paid in full. Listen, Mrs. Phillips. Leave me alone. In all the world he was the one man she should hate. Yet in time her need for him was to become so great. Her life, her love, her happiness would depend on him. When you didn't come to the plane and you hardly wrote all those months. Oh, I'm so glad you're here. You must have known how much I need you now. Darling. Starring Jane Wyman in the most moving, most exciting role of her career. Rock Hudson, magnificently proving the power of love and fate in a great performance. And lovely Barbara Rush with Agnes Morehead, Greg Palmer, Otto Krueger. You'll find this furnishes your motive power. It will obsess you. Believe me, it'll be a magnificent obsession. © BF-WATCH TV 2021"
25996," You Told you Are you amazed At A new love will be the same. Yes, a star is born, and in its splendour and deep emotional fire, in its shining beauty and wonderful heart, a new era in motion picture achievement is also born. You'll see it in the richness and magnificence so lavishly poured into every scene. You'll feel it in the countless moments of deep human understanding. You'll hear it in the rousing tempo of its great music, and you'll know it when you experience the joy and jubilation of Judy Garland as the star. And you'll never forget James Mason as Norman Maine, clinging desperately to the only real love he'd ever known. There's Jack Carson, Charles Bickford, all bringing inspired life to a story that only life itself could have inspired. You don't know what it's like to see somebody you love crumble away in front of your eyes bit by bit, day by day. I hate myself because I failed too. You got it, just like you dreamed it. Oh no, I've got more, so much more. It's a new world I see. A new world for me. This is his story of a little girl searching, searching, searching. For she knows somewhere is there someone who's there someone for her. This is her story. You want to have bells that'll ring, you want to have songs that'll sing, you want to sky a baby blue, you got to have me go with you. For it started many years ago when I was born in a trunk in the Princess Theater in Polkatella, Idaho."
25999," My client is too old to be driving an automobile. Where was he going anyway? Always going someplace, crazy, excited, taking a lot of vitamin pills, drinking, over-stimulated. Otter arrests a whole lot of them. I call them militia. Do you want something? Yeah. I'd like a bottle of beer. Beer's just in the bar. Oh, all righty. Do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do vai Campo Verde Well, thank you. Say, you live here all the time? All my life. We've been over to Carvenville at the meet. Bunch of our motorcycles came through this way yesterday. They didn't stop. Is that what they give you in those races for killing yourself? That's right. You want it? Well, go on, take it. Go ahead. Oh, no. Go on. You can't do that. You want it. You have to get your name engraved on it, or whatever you do. It's important to you. You don't give something like that away, just like that. Not unless you knew a girl real well, and you liked her. Hey, Johnny. Yo. What about this town? They got a dock here. They're gonna rewire crazy. Hey, what are we gonna do? Sit around and scratch ourselves? Yeah, we gonna wait for crazy? No, we gonna get out of this dump. We're gonna wait for crazy."
26003," I think Renate was trying to explore the Holocaust as a way of sounding a universal moral warning. That's what he's doing at the end of the film when he says, humanity's cry is all around us but we're not listening now. And I think that he's particularly sensitive that the Holocaust and many atrocities, many other atrocities have been justified through racism. So he deliberately avoids any kind of racial categories in discussing what happens. He talks about Nazis and he talks about prisoners, acknowledging that there were more than just Jews among the prisoners and there were more than just Germans among the Nazis. In fact, he faced real censorship over one shot where you can identify one of the Nazi soldiers as a French soldier from his cap. And because this would be obvious to any French viewer watching the film, he was told he had to obscure that shot or lose the whole last 10 minutes of the movie. And of course, faced with that dilemma, he obscured the shot. Now that's been restored, the original shot. But he's saying, we have done this. This has happened all across Europe and we are, as France, I think in this evoking of the war in Algeria, we're doing this now in Africa. And this is something that human beings do to each other. And I'm going to resist the language and the categories that have been used to justify this crime."
26009,- 昭和20年 圧倒的に強力な連合軍に- イルマの山奥に追い詰められた私たちが- それでも歌を歌うことを忘れなかった- 今は 私たちの歌を歌うことを忘れなかった- 今は 私たちの歌を歌うことを忘れなかった- 今は 私たちの歌を歌うことを忘れなかった- 昨日よ- 遠いの空の- 水島の手作りの建物は- いかなるときも私たちに力を与えてくれました- 日本は後世し- 水島は死者として三角山の舞台に- 報復を進めに行きました- これ戦っているのは無意味だ- 日本のためにもならず 日本人のためにもならず- 自分のためにもならず 無意味です- 無意味だ- それっきり水島は私たちから姿を消したのです- 自分は日本に帰ることはできません- 山の上 森の中 谷の底- このビルは全国に散乱している東宝の八甲鶴- どうしてこのままにしておけよ- おいみんな 落ち着いて- 私はお父さんと一緒に行きます- 何かと言わないでおれみんな 私たち日本へ帰るんだなに?無道のお供に 機関命令が出たんだ一発は見かけろな 日本へ帰れるから本当か隊長が言ったんだ 本部にいるんだぞうっ水島のいない時間私たちは声を限りに歌いました歌えば必ず水島が帰ってくる私たちの歌を歌う私たちの歌を歌う歌を歌う歌を歌う歌を歌う歌を歌うおい 水島水島水島水島水島水島水島水島水島
